frame,status,foot_space_x,foot_space_y,foot_cx,foot_cy,foot_area,hand_space_x,hand_space_y,hand_space_z,hand_cx,hand_cy,hand_area,hand_to_foot_dx,hand_to_foot_dy,hand_to_foot_dz,hand_to_foot_distance_2d,hand_to_foot_distance_3d,red_candidates
402,ok,50.75,41.88,948.74,792.00,1237,34.40,861.06,1.8554,965.31,457.57,314,-16.35,819.18,1.8554,819.34,819.35,2
403,ok,51.02,42.98,952.84,788.75,1106,34.68,855.17,1.8494,956.17,454.98,300,-16.34,812.19,1.8494,812.35,812.36,2
404,ok,51.29,44.10,959.92,785.34,952,34.91,848.07,1.8424,949.99,451.19,306,-16.38,803.97,1.8424,804.14,804.14,2
405,ok,51.55,45.24,966.38,780.61,958,35.09,839.58,1.8343,1159.27,319.70,73,-16.46,794.34,1.8343,794.51,794.51,3
406,ok,51.82,46.38,975.28,777.76,748,35.32,834.11,1.8240,1160.25,320.75,80,-16.50,787.73,1.8240,787.90,787.90,3
407,ok,52.09,47.54,981.78,774.49,753,35.61,831.64,1.8115,1162.05,322.25,60,-16.48,784.10,1.8115,784.27,784.28,3
408,ok,52.35,48.68,989.49,770.45,636,35.93,832.91,1.7976,947.62,436.91,129,-16.42,784.23,1.7976,784.40,784.40,2
409,ok,52.61,49.79,998.79,767.98,531,36.24,832.59,1.7833,948.42,440.42,183,-16.37,782.80,1.7833,782.97,782.97,3
410,ok,52.86,50.89,1006.53,764.04,415,36.53,830.92,1.7685,951.16,439.03,308,-16.33,780.03,1.7685,780.20,780.20,2
411,ok,53.10,51.97,1013.83,758.68,308,36.81,827.81,1.7534,956.82,438.25,313,-16.29,775.84,1.7534,776.01,776.01,2
412,ok,53.33,53.03,1019.08,754.00,292,37.08,823.16,1.7376,962.64,439.73,298,-16.25,770.13,1.7376,770.30,770.30,2
413,ok,53.55,54.07,1022.03,750.00,354,37.34,817.01,1.7213,966.28,441.00,229,-16.21,762.94,1.7213,763.11,763.11,2
414,foot_only,53.76,55.08,1025.19,745.37,423,37.60,809.38,1.7043,,,,-16.16,754.30,1.7043,754.47,754.48,1
415,foot_only,53.97,56.06,1028.39,740.92,430,37.86,800.21,1.6865,,,,-16.11,744.15,1.6865,744.32,744.33,1
416,foot_only,54.16,57.01,1030.91,736.73,437,38.15,789.43,1.6679,,,,-16.01,732.42,1.6679,732.59,732.60,1
417,foot_only,54.35,57.92,1033.41,733.01,433,38.46,776.98,1.6484,,,,-15.89,719.06,1.6484,719.24,719.24,1
418,foot_only,54.52,58.80,1034.61,729.40,441,38.82,762.87,1.6279,,,,-15.70,704.07,1.6279,704.25,704.25,1
419,foot_only,54.69,59.64,1035.37,726.32,414,39.24,747.11,1.6063,,,,-15.45,687.47,1.6063,687.64,687.65,1
420,foot_only,54.85,60.44,1035.10,723.82,402,39.72,729.74,1.5837,,,,-15.13,669.30,1.5837,669.47,669.47,1
421,foot_only,55.00,61.19,1033.59,721.85,417,40.29,710.84,1.5598,,,,-14.71,649.65,1.5598,649.82,649.82,1
422,foot_only,55.13,61.90,1032.28,722.34,410,40.97,690.48,1.5347,,,,-14.16,628.58,1.5347,628.74,628.74,1
423,ok,55.27,62.55,1030.28,724.35,381,41.79,668.72,1.5081,1117.21,636.98,63,-13.48,606.17,1.5081,606.32,606.32,2
424,ok,55.39,63.16,1028.25,727.66,385,42.63,648.42,1.4823,1115.40,638.52,85,-12.76,585.26,1.4823,585.40,585.40,2
425,ok,55.50,63.74,1028.49,729.81,384,43.52,629.55,1.4574,1113.68,639.67,94,-11.98,565.81,1.4574,565.94,565.94,2
426,foot_only,55.61,64.28,1030.46,732.34,400,44.45,611.98,1.4332,,,,-11.16,547.70,1.4332,547.81,547.82,1
427,foot_only,55.71,64.79,1031.98,734.47,429,45.43,595.50,1.4097,,,,-10.28,530.71,1.4097,530.81,530.81,1
428,foot_only,55.81,65.27,1030.77,734.47,465,46.43,579.90,1.3868,,,,-9.38,514.63,1.3868,514.72,514.72,1
429,foot_only,55.89,65.72,1028.78,734.11,445,47.47,565.05,1.3644,,,,-8.42,499.33,1.3644,499.40,499.40,1
430,foot_only,55.97,66.16,1028.73,733.46,432,48.52,550.84,1.3425,,,,-7.45,484.68,1.3425,484.74,484.74,1
431,foot_only,56.04,66.57,1025.51,732.42,546,49.60,537.26,1.3209,,,,-6.44,470.69,1.3209,470.73,470.74,1
432,foot_only,56.11,66.96,1025.64,731.17,529,50.69,524.43,1.2997,,,,-5.42,457.47,1.2997,457.50,457.50,1
433,foot_only,56.17,67.32,1026.17,730.55,511,51.78,512.44,1.2789,,,,-4.39,445.12,1.2789,445.14,445.14,1
434,foot_only,56.22,67.65,1026.90,730.46,458,52.87,501.37,1.2584,,,,-3.35,433.72,1.2584,433.73,433.73,1
435,foot_only,56.26,67.96,1025.12,729.16,485,53.97,491.39,1.2381,,,,-2.29,423.43,1.2381,423.44,423.44,1
436,foot_only,56.30,68.24,1025.25,728.12,469,55.05,482.74,1.2181,,,,-1.25,414.50,1.2181,414.50,414.50,1
437,foot_only,56.33,68.50,1026.81,729.07,457,56.07,471.30,1.1994,,,,-0.26,402.80,1.1994,402.80,402.80,1
